name,inChampions,num,accuracy,basePower,category,pp,priority,flags,boosts,target,type,zMove,contestType,desc,shortDesc,critRatio,isZ,isNonstandard,drain,secondary,basePowerCallback,condition,volatileStatus,self,multihit,callsMove,sideCondition,hasCrashDamage,stallingMove,selfSwitch,ignoreImmunity,overrideOffensiveStat,maxMove,recoil,weather,ignoreEvasion,ignoreDefensive,forceSwitch,selfBoost,nonGhostTarget,status,smartTarget,damage,terrain,hasSheerForceBoost,selfdestruct,pseudoWeather,onDamagePriority,breaksProtect,secondaries,ohko,willCrit,overrideOffensivePokemon,isMax,ignoreAbility,slotCondition,heal,realMove,thawsTarget,mindBlownRecoil,multiaccuracy,overrideDefensiveStat,noPPBoosts,sleepUsable,tracksTarget,stealsBoosts,struggleRecoil
Psychic,,94,100,90,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,Clever,Has a 10% chance to lower the target's Special Defense by 1 stage.,10% chance to lower the target's Sp. Def by 1.,,,,,"{'chance': 10, 'boosts': {'spd': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychic Fangs,,706,100,85,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'bite': 1}",,normal,Psychic,,Clever,"If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated.","Destroys screens, unless the target is immune.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychic Noise,,917,100,75,Special,10,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,normal,Psychic,,,"For 2 turns, the target is prevented from restoring any HP as long as it remains active. During the effect, healing and draining moves are unusable, and Abilities and items that grant healing will not heal the user. If an affected Pokemon uses Baton Pass, the replacement will remain unable to restore its HP. Pain Split and the Regenerator Ability are unaffected.","For 2 turns, the target is prevented from healing.",,,,,"{'chance': 100, 'volatileStatus': 'healblock'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychic Terrain,,678,TRUE,0,Status,10,0,"{'nonsky': 1, 'metronome': 1}",,all,Psychic,{'boost': {'spa': 1}},Clever,"For 5 turns, the terrain becomes Psychic Terrain. During the effect, the power of Psychic-type attacks made by grounded Pokemon is multiplied by 1.3 and grounded Pokemon cannot be hit by moves with priority greater than 0, unless the target is an ally. Camouflage transforms the user into a Psychic type, Nature Power becomes Psychic, and Secret Power has a 30% chance to lower the target's Speed by 1 stage. Fails if the current terrain is Psychic Terrain.","5 turns. Grounded: +Psychic power, priority-safe.",,,,,,,"{'effectType': 'Terrain', 'duration': 5, 'onTryHitPriority': 4, 'onBasePowerPriority': 6, 'onFieldResidualOrder': 27, 'onFieldResidualSubOrder': 7}",,,,,,,,,,,,,,,,,,,,,,psychicterrain,,,,,,,,,,,,,,,,,,,,,,,
Psycho Boost,,354,90,140,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,Clever,Lowers the user's Special Attack by 2 stages.,Lowers the user's Sp. Atk by 2.,,,,,,,,,{'boosts': {'spa': -2}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psycho Cut,,427,100,70,Physical,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,normal,Psychic,,Cool,Has a higher chance for a critical hit.,High critical hit ratio.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psycho Shift,,375,100,0,Status,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,{'boost': {'spa': 2}},Clever,"The user's non-volatile status condition is transferred to the target, and the user is then cured. Fails if the user has no non-volatile status condition or if the target already has one.",Transfers the user's status ailment to the target.,,,Past,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psych Up,,244,TRUE,0,Status,10,0,"{'bypasssub': 1, 'allyanim': 1, 'metronome': 1}",,normal,Normal,{'effect': 'heal'},Clever,The user copies all of the target's current stat stage changes.,Copies the target's current stat stages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psyshield Bash,,828,90,70,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,,Has a 100% chance to raise the user's Defense by 1 stage.,100% chance to raise the user's Defense by 1.,,,,,"{'chance': 100, 'self': {'boosts': {'def': 1}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psyshock,,473,100,80,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,Beautiful,Deals damage to the target based on its Defense instead of Special Defense.,"Damages target based on Defense, not Sp. Def.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,def,,,,,
Psystrike,,540,100,100,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,Cool,Deals damage to the target based on its Defense instead of Special Defense.,"Damages target based on Defense, not Sp. Def.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,def,,,,,
Psywave,,149,100,0,Special,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,Clever,"Deals damage to the target equal to (user's level) * (X + 50) / 100, where X is a random number from 0 to 100, rounded down, but not less than 1 HP.",Random damage equal to 0.5x-1.5x user's level.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulverizing Pancake,,701,TRUE,210,Physical,1,0,{'contact': 1},,normal,Normal,,Cool,No additional effect.,No additional effect.,,snorliumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punishment,,386,100,0,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Dark,{'basePower': 160},Cool,"Power is equal to 60+(X*20), where X is the target's total stat stage changes that are greater than 0, but not more than 200 power.",60 power +20 for each of the target's stat boosts.,,,Past,,,TRUE,,,,,,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purify,,685,TRUE,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'heal': 1, 'metronome': 1}",,normal,Poison,"{'boost': {'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}}",Beautiful,"The target is cured if it has a non-volatile status condition. If the target was cured, the user restores 1/2 of its maximum HP, rounded down.",Cures target's status; heals user 1/2 max HP if so.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pursuit,,228,100,40,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Dark,,Clever,"If an opposing Pokemon switches out this turn, this move hits that Pokemon before it leaves the field, even if it was not the original target. If the user moves after an opponent using Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch, but not Baton Pass, it will hit that opponent before it leaves the field. Power doubles and no accuracy check is done if the user hits an opponent switching out, and the user's turn is over; if an opponent faints from this, the replacement Pokemon does not become active until the end of the turn.","If a foe is switching out, hits it at 2x power.",,,Past,,,TRUE,{'duration': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyro Ball,,780,90,120,Physical,5,0,"{'protect': 1, 'mirror': 1, 'defrost': 1, 'bullet': 1}",,normal,Fire,,,Has a 10% chance to burn the target.,10% chance to burn the target. Thaws user.,,,,,"{'chance': 10, 'status': 'brn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quash,,511,100,0,Status,15,0,"{'protect': 1, 'mirror': 1}",,normal,Dark,{'boost': {'spe': 1}},Clever,"Causes the target to take its turn after all other Pokemon this turn, no matter the priority of its selected move. Fails if the target already moved this turn.",Forces the target to move last this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Attack,,98,100,40,Physical,30,1,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Cool,No additional effect.,Usually goes first.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Guard,,501,TRUE,0,Status,15,3,{'snatch': 1},,allySide,Fighting,{'boost': {'def': 1}},Cool,"The user and its party members are protected from attacks with original or altered priority greater than 0 made by other Pokemon, including allies, during this turn. This move modifies the same 1/X chance of being successful used by other protection moves, where X starts at 1 and triples each time this move is successfully used, but does not use the chance to check for failure. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn or if this move is already in effect for the user's side.",Protects allies from priority attacks this turn.,,,,,,,"{'duration': 1, 'onTryHitPriority': 4}",,,,,quickguard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quiver Dance,,483,TRUE,0,Status,20,0,"{'snatch': 1, 'dance': 1, 'metronome': 1}","{'spa': 1, 'spd': 1, 'spe': 1}",self,Bug,{'effect': 'clearnegativeboost'},Beautiful,"Raises the user's Special Attack, Special Defense, and Speed by 1 stage.","Raises the user's Sp. Atk, Sp. Def, Speed by 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rage,,99,100,20,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Tough,"Once this move is successfully used, the user's Attack is raised by 1 stage every time it is hit by another Pokemon's attack as long as this move is chosen for use.",Raises the user's Attack by 1 if hit during use.,,,Past,,,,{'onBeforeMovePriority': 100},,{'volatileStatus': 'rage'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rage Fist,,889,100,50,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",,normal,Ghost,,,"Power is equal to 50+(X*50), where X is the total number of times the user has been hit by a damaging attack during the battle, even if the user did not lose HP from the attack. X cannot be greater than 6 and does not reset upon switching out or fainting. Each hit of a multi-hit attack is counted, but confusion damage is not counted.",+50 power for each time user was hit. Max 6 hits.,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rage Powder,,476,TRUE,0,Status,20,2,"{'noassist': 1, 'failcopycat': 1, 'powder': 1}",,self,Bug,{'effect': 'clearnegativeboost'},Clever,"Until the end of the turn, all single-target attacks from the opposing side are redirected to the user. Such attacks are redirected to the user before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal. This effect is ignored while the user is under the effect of Sky Drop.",The foes' moves target the user on the turn used.,,,,,,,"{'duration': 1, 'onFoeRedirectTargetPriority': 1}",ragepowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raging Bull,,873,100,90,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,normal,Normal,,,"If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated. If the user's current form is a Paldean Tauros, this move's type changes to match. Fighting type for Combat Breed, Fire type for Blaze Breed, and Water type for Aqua Breed.",Destroys screens. Type depends on user's form.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raging Fury,,833,100,120,Physical,10,0,"{'protect': 1, 'mirror': 1}",,randomNormal,Fire,,,"The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user.",Lasts 2-3 turns. Confuses the user afterwards.,,,,,,,,,{'volatileStatus': 'lockedmove'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Dance,,240,TRUE,0,Status,5,0,{'metronome': 1},,all,Water,{'boost': {'spe': 1}},Beautiful,"For 5 turns, the weather becomes Rain Dance. The damage of Water-type attacks is multiplied by 1.5 and the damage of Fire-type attacks is multiplied by 0.5 during the effect. Lasts for 8 turns if the user is holding Damp Rock. Fails if the current weather is Rain Dance.","For 5 turns, heavy rain powers Water moves.",,,,,,,,,,,,,,,,,,,,RainDance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid Spin,,229,100,50,Physical,40,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Cool,"If this move is successful and the user has not fainted, the effects of Leech Seed and binding moves end for the user, and all hazards are removed from the user's side of the field. Has a 100% chance to raise the user's Speed by 1 stage.",Free user from hazards/bind/Leech Seed; +1 Spe.,,,,,"{'chance': 100, 'self': {'boosts': {'spe': 1}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razor Leaf,,75,95,55,Physical,25,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,allAdjacentFoes,Grass,,Cool,Has a higher chance for a critical hit.,High critical hit ratio. Hits adjacent foes.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razor Shell,,534,95,75,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,normal,Water,,Cool,Has a 50% chance to lower the target's Defense by 1 stage.,50% chance to lower the target's Defense by 1.,,,,,"{'chance': 50, 'boosts': {'def': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razor Wind,,13,100,80,Special,10,0,"{'charge': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'nosleeptalk': 1, 'failinstruct': 1}",,allAdjacentFoes,Normal,,Cool,"Has a higher chance for a critical hit. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.","Charges, then hits foe(s) turn 2. High crit ratio.",2,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recover,,105,TRUE,0,Status,5,0,"{'snatch': 1, 'heal': 1, 'metronome': 1}",,self,Normal,{'effect': 'clearnegativeboost'},Clever,"The user restores 1/2 of its maximum HP, rounded half up.",Heals the user by 50% of its max HP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2]",,,,,,,,,,
Recycle,,278,TRUE,0,Status,10,0,"{'snatch': 1, 'metronome': 1}",,self,Normal,{'boost': {'spe': 2}},Clever,"The user regains the item it last used. Fails if the user is holding an item, if the user has not held an item, if the item was a popped Air Balloon, if the item was picked up by a Pokemon with the Pickup Ability, or if the item was lost to Bug Bite, Corrosive Gas, Covet, Incinerate, Knock Off, Pluck, or Thief. Items thrown with Fling can be regained.",Restores the item the user last used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reflect,,115,TRUE,0,Status,20,0,"{'snatch': 1, 'metronome': 1}",,allySide,Psychic,{'boost': {'def': 1}},Clever,"For 5 turns, the user and its party members take 0.5x damage from physical attacks, or 0.66x damage if in a Double Battle. Damage is not reduced further with Aurora Veil. Critical hits ignore this effect. It is removed from the user's side if the user or an ally is successfully hit by Brick Break, Psychic Fangs, or Defog. Lasts for 8 turns if the user is holding Light Clay. Fails if the effect is already active on the user's side.","For 5 turns, physical damage to allies is halved.",,,,,,,"{'duration': 5, 'onSideResidualOrder': 26, 'onSideResidualSubOrder': 1}",,,,,reflect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reflect Type,,513,TRUE,0,Status,15,0,"{'protect': 1, 'bypasssub': 1, 'allyanim': 1, 'metronome': 1}",,normal,Normal,{'boost': {'spa': 1}},Clever,"Causes the user's types to become the same as the current types of the target. If the target's current types include typeless and a non-added type, typeless is ignored. If the target's current types include typeless and an added type from Forest's Curse or Trick-or-Treat, typeless is copied as the Normal type instead. Fails if the user is an Arceus or a Silvally, if the user is Terastallized, or if the target's current type is typeless alone.",User becomes the same type as the target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refresh,,287,TRUE,0,Status,20,0,"{'snatch': 1, 'metronome': 1}",,self,Normal,{'effect': 'heal'},Cute,"The user cures its burn, poison, or paralysis. Fails if the user is not burned, poisoned, or paralyzed.","User cures its burn, poison, or paralysis.",,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relic Song,,547,100,75,Special,10,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1}",,allAdjacentFoes,Normal,,Beautiful,"Has a 10% chance to cause the target to fall asleep. If this move is successful on at least one target and the user is a Meloetta, it changes to Pirouette Forme if it is currently in Aria Forme, or changes to Aria Forme if it is currently in Pirouette Forme. This forme change does not happen if the Meloetta has the Sheer Force Ability. The Pirouette Forme reverts to Aria Forme when Meloetta is not active.",10% chance to sleep foe(s). Meloetta transforms.,,,,,"{'chance': 10, 'status': 'slp'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest,,156,TRUE,0,Status,5,0,"{'snatch': 1, 'heal': 1, 'metronome': 1}",,self,Psychic,{'effect': 'clearnegativeboost'},Cute,"The user falls asleep for the next two turns and restores all of its HP, curing itself of any non-volatile status condition in the process. Fails if the user has full HP, is already asleep, or if another effect is preventing sleep.",User sleeps 2 turns and restores HP and status.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retaliate,,514,100,70,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Cool,Power doubles if one of the user's party members fainted last turn.,Power doubles if an ally fainted last turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return,,216,100,0,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,{'basePower': 160},Cute,"Power is equal to the greater of (user's Happiness * 2/5), rounded down, or 1.",Max 102 power at maximum Happiness.,,,Past,,,TRUE,,,,,,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revelation Dance,,686,100,90,Special,15,0,"{'protect': 1, 'mirror': 1, 'dance': 1, 'metronome': 1}",,normal,Normal,,Beautiful,"This move's type depends on the user's primary type. If the user's primary type is typeless, this move's type is the user's secondary type if it has one, otherwise the added type from Forest's Curse or Trick-or-Treat. This move is typeless if the user's type is typeless alone.",Type varies based on the user's primary type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenge,,279,100,60,Physical,10,-4,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fighting,,Tough,Power doubles if the user was hit by the target this turn.,Power doubles if user is damaged by the target.,,,Past,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reversal,,179,100,0,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fighting,{'basePower': 160},Cool,"The power of this move is 20 if X is 33 to 48, 40 if X is 17 to 32, 80 if X is 10 to 16, 100 if X is 5 to 9, 150 if X is 2 to 4, and 200 if X is 0 or 1, where X is equal to (user's current HP * 48 / user's maximum HP), rounded down.",More power the less HP the user has left.,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revival Blessing,,863,TRUE,0,Status,1,0,"{'heal': 1, 'nosketch': 1}",,self,Normal,,,"A fainted party member is selected and revived with 1/2 its max HP, rounded down. Fails if there are no fainted party members.",Revives a fainted Pokemon to 50% HP.,,,,,,,{'duration': 1},,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,revivalblessing,,,,,,,TRUE,,,,
