,num,name,ID,type1,type2,genderRatio,baseHP,baseAtt,baseDef,baseSpA,baseSpD,baseSpe,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,tier,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,isNonstandard,changesFrom,evoCondition,evoType,gender,gen,evoItem,evoRegion,mother,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,isCosmeticForme,requiredItems,cannotDynamax,requiredTeraType
amoonguss,591,Amoonguss,0591_amoonguss,"['Grass', 'Poison']",,,,,,,,,"{'hp': 114, 'atk': 85, 'def': 70, 'spa': 85, 'spd': 80, 'spe': 30}","{'0': 'Effect Spore', 'H': 'Regenerator'}",0.6,10.5,White,,['Grass'],PU,Foongus,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frillish,592,Frillish,0592_frillish,"['Water', 'Ghost']",,,,,,,,,"{'hp': 55, 'atk': 40, 'def': 50, 'spa': 65, 'spd': 85, 'spe': 40}","{'0': 'Water Absorb', '1': 'Cursed Body', 'H': 'Damp'}",1.2,33,White,['Jellicent'],['Amorphous'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
jellicent,593,Jellicent,0593_jellicent,"['Water', 'Ghost']",,,,,,,,,"{'hp': 100, 'atk': 60, 'def': 70, 'spa': 85, 'spd': 105, 'spe': 60}","{'0': 'Water Absorb', '1': 'Cursed Body', 'H': 'Damp'}",2.2,135,White,,['Amorphous'],Illegal,Frillish,40,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
alomomola,594,Alomomola,0594_alomomola,['Water'],,,,,,,,,"{'hp': 165, 'atk': 75, 'def': 80, 'spa': 40, 'spd': 45, 'spe': 65}","{'0': 'Healer', '1': 'Hydration', 'H': 'Regenerator'}",1.2,31.6,Pink,,"['Water 1', 'Water 2']",OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joltik,595,Joltik,0595_joltik,"['Bug', 'Electric']",,,,,,,,,"{'hp': 50, 'atk': 47, 'def': 50, 'spa': 57, 'spd': 50, 'spe': 65}","{'0': 'Compound Eyes', '1': 'Unnerve', 'H': 'Swarm'}",0.1,0.6,Yellow,['Galvantula'],['Bug'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galvantula,596,Galvantula,0596_galvantula,"['Bug', 'Electric']",,,,,,,,,"{'hp': 70, 'atk': 77, 'def': 60, 'spa': 97, 'spd': 60, 'spe': 108}","{'0': 'Compound Eyes', '1': 'Unnerve', 'H': 'Swarm'}",0.8,14.3,Yellow,,['Bug'],PU,Joltik,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferroseed,597,Ferroseed,0597_ferroseed,"['Grass', 'Steel']",,,,,,,,,"{'hp': 44, 'atk': 50, 'def': 91, 'spa': 24, 'spd': 86, 'spe': 10}",{'0': 'Iron Barbs'},0.6,18.8,Gray,['Ferrothorn'],"['Grass', 'Mineral']",Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
ferrothorn,598,Ferrothorn,0598_ferrothorn,"['Grass', 'Steel']",,,,,,,,,"{'hp': 74, 'atk': 94, 'def': 131, 'spa': 54, 'spd': 116, 'spe': 20}","{'0': 'Iron Barbs', 'H': 'Anticipation'}",1,110,Gray,,"['Grass', 'Mineral']",Illegal,Ferroseed,40,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
klink,599,Klink,0599_klink,['Steel'],,,,,,,,,"{'hp': 40, 'atk': 55, 'def': 70, 'spa': 45, 'spd': 60, 'spe': 30}","{'0': 'Plus', '1': 'Minus', 'H': 'Clear Body'}",0.3,21,Gray,['Klang'],['Mineral'],Illegal,,,,,,,,,Past,,,,N,,,,,,,,,,,,,,,,,
klang,600,Klang,0600_klang,['Steel'],,,,,,,,,"{'hp': 60, 'atk': 80, 'def': 95, 'spa': 70, 'spd': 85, 'spe': 50}","{'0': 'Plus', '1': 'Minus', 'H': 'Clear Body'}",0.6,51,Gray,['Klinklang'],['Mineral'],Illegal,Klink,38,,,,,,,Past,,,,N,,,,,,,,,,,,,,,,,
klinklang,601,Klinklang,0601_klinklang,['Steel'],,,,,,,,,"{'hp': 60, 'atk': 100, 'def': 115, 'spa': 70, 'spd': 85, 'spe': 90}","{'0': 'Plus', '1': 'Minus', 'H': 'Clear Body'}",0.6,81,Gray,,['Mineral'],Illegal,Klang,49,,,,,,,Past,,,,N,,,,,,,,,,,,,,,,,
tynamo,602,Tynamo,0602_tynamo,['Electric'],,,,,,,,,"{'hp': 35, 'atk': 55, 'def': 40, 'spa': 45, 'spd': 40, 'spe': 60}",{'0': 'Levitate'},0.2,0.3,White,['Eelektrik'],['Amorphous'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eelektrik,603,Eelektrik,0603_eelektrik,['Electric'],,,,,,,,,"{'hp': 65, 'atk': 85, 'def': 70, 'spa': 75, 'spd': 70, 'spe': 40}",{'0': 'Levitate'},1.2,22,Blue,['Eelektross'],['Amorphous'],NFE,Tynamo,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eelektross,604,Eelektross,0604_eelektross,['Electric'],,,,,,,,,"{'hp': 85, 'atk': 115, 'def': 80, 'spa': 105, 'spd': 80, 'spe': 50}",{'0': 'Levitate'},2.1,80.5,Blue,,['Amorphous'],ZU,Eelektrik,,['Eelektross-Mega'],"['Eelektross', 'Eelektross-Mega']",,,,,,,,useItem,,,Thunder Stone,,,,,,,,,,,,,,,
eelektrossmega,604,Eelektross-Mega,0604_eelektross-mega,['Electric'],,,,,,,,,"{'hp': 85, 'atk': 145, 'def': 80, 'spa': 135, 'spd': 90, 'spe': 80}",{'0': 'Levitate'},3,160,Blue,,['Amorphous'],Illegal,,,,,,Eelektross,Mega,Eelektrossite,Future,,,,,9,,,,,,,,,,,,,,,,
elgyem,605,Elgyem,0605_elgyem,['Psychic'],,,,,,,,,"{'hp': 55, 'atk': 55, 'def': 55, 'spa': 85, 'spd': 55, 'spe': 30}","{'0': 'Telepathy', '1': 'Synchronize', 'H': 'Analytic'}",0.5,9,Blue,['Beheeyem'],['Human-Like'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
beheeyem,606,Beheeyem,0606_beheeyem,['Psychic'],,,,,,,,,"{'hp': 75, 'atk': 75, 'def': 75, 'spa': 125, 'spd': 95, 'spe': 40}","{'0': 'Telepathy', '1': 'Synchronize', 'H': 'Analytic'}",1,34.5,Brown,,['Human-Like'],Illegal,Elgyem,42,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
litwick,607,Litwick,0607_litwick,"['Ghost', 'Fire']",,,,,,,,,"{'hp': 50, 'atk': 30, 'def': 55, 'spa': 65, 'spd': 55, 'spe': 20}","{'0': 'Flash Fire', '1': 'Flame Body', 'H': 'Infiltrator'}",0.3,3.1,White,['Lampent'],['Amorphous'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lampent,608,Lampent,0608_lampent,"['Ghost', 'Fire']",,,,,,,,,"{'hp': 60, 'atk': 40, 'def': 60, 'spa': 95, 'spd': 60, 'spe': 55}","{'0': 'Flash Fire', '1': 'Flame Body', 'H': 'Infiltrator'}",0.6,13,Black,['Chandelure'],['Amorphous'],NFE,Litwick,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chandelure,609,Chandelure,0609_chandelure,"['Ghost', 'Fire']",,,,,,,,,"{'hp': 60, 'atk': 55, 'def': 90, 'spa': 145, 'spd': 90, 'spe': 80}","{'0': 'Flash Fire', '1': 'Flame Body', 'H': 'Infiltrator'}",1,34.3,Black,,['Amorphous'],NU,Lampent,,['Chandelure-Mega'],"['Chandelure', 'Chandelure-Mega']",,,,,,,,useItem,,,Dusk Stone,,,,,,,,,,,,,,,
chandeluremega,609,Chandelure-Mega,0609_chandelure-mega,"['Ghost', 'Fire']",,,,,,,,,"{'hp': 60, 'atk': 75, 'def': 110, 'spa': 175, 'spd': 110, 'spe': 90}","{'0': 'Flash Fire', '1': 'Flame Body', 'H': 'Infiltrator'}",2.5,69.6,Black,,['Amorphous'],Illegal,,,,,,Chandelure,Mega,Chandelurite,Future,,,,,9,,,,,,,,,,,,,,,,
axew,610,Axew,0610_axew,['Dragon'],,,,,,,,,"{'hp': 46, 'atk': 87, 'def': 60, 'spa': 30, 'spd': 40, 'spe': 57}","{'0': 'Rivalry', '1': 'Mold Breaker', 'H': 'Unnerve'}",0.6,18,Green,['Fraxure'],"['Monster', 'Dragon']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fraxure,611,Fraxure,0611_fraxure,['Dragon'],,,,,,,,,"{'hp': 66, 'atk': 117, 'def': 70, 'spa': 40, 'spd': 50, 'spe': 67}","{'0': 'Rivalry', '1': 'Mold Breaker', 'H': 'Unnerve'}",1,36,Green,['Haxorus'],"['Monster', 'Dragon']",NFE,Axew,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haxorus,612,Haxorus,0612_haxorus,['Dragon'],,,,,,,,,"{'hp': 76, 'atk': 147, 'def': 90, 'spa': 60, 'spd': 70, 'spe': 97}","{'0': 'Rivalry', '1': 'Mold Breaker', 'H': 'Unnerve'}",1.8,105.5,Yellow,,"['Monster', 'Dragon']",RUBL,Fraxure,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cubchoo,613,Cubchoo,0613_cubchoo,['Ice'],,,,,,,,,"{'hp': 55, 'atk': 70, 'def': 40, 'spa': 60, 'spd': 40, 'spe': 40}","{'0': 'Snow Cloak', '1': 'Slush Rush', 'H': 'Rattled'}",0.5,8.5,White,['Beartic'],['Field'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beartic,614,Beartic,0614_beartic,['Ice'],,,,,,,,,"{'hp': 95, 'atk': 130, 'def': 80, 'spa': 70, 'spd': 80, 'spe': 50}","{'0': 'Snow Cloak', '1': 'Slush Rush', 'H': 'Swift Swim'}",2.6,260,White,,['Field'],ZU,Cubchoo,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cryogonal,615,Cryogonal,0615_cryogonal,['Ice'],,,,,,,,,"{'hp': 80, 'atk': 50, 'def': 50, 'spa': 95, 'spd': 135, 'spe': 105}",{'0': 'Levitate'},1.1,148,Blue,,['Mineral'],ZU,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,
shelmet,616,Shelmet,0616_shelmet,['Bug'],,,,,,,,,"{'hp': 50, 'atk': 40, 'def': 85, 'spa': 40, 'spd': 65, 'spe': 25}","{'0': 'Hydration', '1': 'Shell Armor', 'H': 'Overcoat'}",0.4,7.7,Red,['Accelgor'],['Bug'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
accelgor,617,Accelgor,0617_accelgor,['Bug'],,,,,,,,,"{'hp': 80, 'atk': 70, 'def': 40, 'spa': 100, 'spd': 60, 'spe': 145}","{'0': 'Hydration', '1': 'Sticky Hold', 'H': 'Unburden'}",0.8,25.3,Red,,['Bug'],Illegal,Shelmet,,,,,,,,Past,,with a Karrablast,trade,,,,,,,,,,,,,,,,,,
stunfisk,618,Stunfisk,0618_stunfisk,"['Ground', 'Electric']",,,,,,,,,"{'hp': 109, 'atk': 66, 'def': 84, 'spa': 81, 'spd': 99, 'spe': 32}","{'0': 'Static', '1': 'Limber', 'H': 'Sand Veil'}",0.7,11,Brown,,"['Water 1', 'Amorphous']",Illegal,,,['Stunfisk-Galar'],"['Stunfisk', 'Stunfisk-Galar']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
stunfiskgalar,618,Stunfisk-Galar,0618_stunfisk-galar,"['Ground', 'Steel']",,,,,,,,,"{'hp': 109, 'atk': 81, 'def': 99, 'spa': 66, 'spd': 84, 'spe': 32}",{'0': 'Mimicry'},0.7,20.5,Green,,"['Water 1', 'Amorphous']",Illegal,,,,,,Stunfisk,Galar,,Past,,,,,,,,,,,,,,,,,,,,,
mienfoo,619,Mienfoo,0619_mienfoo,['Fighting'],,,,,,,,,"{'hp': 45, 'atk': 85, 'def': 50, 'spa': 55, 'spd': 50, 'spe': 65}","{'0': 'Inner Focus', '1': 'Regenerator', 'H': 'Reckless'}",0.9,20,Yellow,['Mienshao'],"['Field', 'Human-Like']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mienshao,620,Mienshao,0620_mienshao,['Fighting'],,,,,,,,,"{'hp': 65, 'atk': 125, 'def': 60, 'spa': 95, 'spd': 60, 'spe': 105}","{'0': 'Inner Focus', '1': 'Regenerator', 'H': 'Reckless'}",1.4,35.5,Purple,,"['Field', 'Human-Like']",RU,Mienfoo,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
druddigon,621,Druddigon,0621_druddigon,['Dragon'],,,,,,,,,"{'hp': 77, 'atk': 120, 'def': 90, 'spa': 60, 'spd': 90, 'spe': 48}","{'0': 'Rough Skin', '1': 'Sheer Force', 'H': 'Mold Breaker'}",1.6,139,Red,,"['Monster', 'Dragon']",Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
golett,622,Golett,0622_golett,"['Ground', 'Ghost']",,,,,,,,,"{'hp': 59, 'atk': 74, 'def': 50, 'spa': 35, 'spd': 50, 'spe': 35}","{'0': 'Iron Fist', '1': 'Klutz', 'H': 'No Guard'}",1,92,Green,['Golurk'],['Mineral'],LC,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,
golurk,623,Golurk,0623_golurk,"['Ground', 'Ghost']",,,,,,,,,"{'hp': 89, 'atk': 124, 'def': 80, 'spa': 55, 'spd': 80, 'spe': 55}","{'0': 'Iron Fist', '1': 'Klutz', 'H': 'No Guard'}",2.8,330,Green,,['Mineral'],PU,Golett,43,['Golurk-Mega'],"['Golurk', 'Golurk-Mega']",,,,,,,,,N,,,,,,,,,,,,,,,,,
golurkmega,623,Golurk-Mega,0623_golurk-mega,"['Ground', 'Ghost']",,,,,,,,,"{'hp': 89, 'atk': 159, 'def': 105, 'spa': 70, 'spd': 105, 'spe': 55}","{'0': 'Iron Fist', '1': 'Klutz', 'H': 'No Guard'}",4,330,Green,,['Mineral'],Illegal,,,,,,Golurk,Mega,Golurkite,Future,,,,N,9,,,,,,,,,,,,,,,,
pawniard,624,Pawniard,0624_pawniard,"['Dark', 'Steel']",,,,,,,,,"{'hp': 45, 'atk': 85, 'def': 70, 'spa': 40, 'spd': 40, 'spe': 60}","{'0': 'Defiant', '1': 'Inner Focus', 'H': 'Pressure'}",0.5,10.2,Red,['Bisharp'],['Human-Like'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisharp,625,Bisharp,0625_bisharp,"['Dark', 'Steel']",,,,,,,,,"{'hp': 65, 'atk': 125, 'def': 100, 'spa': 60, 'spd': 70, 'spe': 70}","{'0': 'Defiant', '1': 'Inner Focus', 'H': 'Pressure'}",1.6,70,Red,['Kingambit'],['Human-Like'],RU,Pawniard,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bouffalant,626,Bouffalant,0626_bouffalant,['Normal'],,,,,,,,,"{'hp': 95, 'atk': 110, 'def': 95, 'spa': 40, 'spd': 95, 'spe': 55}","{'0': 'Reckless', '1': 'Sap Sipper', 'H': 'Soundproof'}",1.6,94.6,Brown,,['Field'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
rufflet,627,Rufflet,0627_rufflet,"['Normal', 'Flying']",,,,,,,,,"{'hp': 70, 'atk': 83, 'def': 50, 'spa': 37, 'spd': 50, 'spe': 60}","{'0': 'Keen Eye', '1': 'Sheer Force', 'H': 'Hustle'}",0.5,10.5,White,"['Braviary', 'Braviary-Hisui']",['Flying'],NFE,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,
braviary,628,Braviary,0628_braviary,"['Normal', 'Flying']",,,,,,,,,"{'hp': 100, 'atk': 123, 'def': 75, 'spa': 57, 'spd': 75, 'spe': 80}","{'0': 'Keen Eye', '1': 'Sheer Force', 'H': 'Defiant'}",1.5,41,Red,,['Flying'],NU,Rufflet,54,['Braviary-Hisui'],"['Braviary', 'Braviary-Hisui']",,,,,,,,,M,,,,,,,,,,,,,,,,,
braviaryhisui,628,Braviary-Hisui,0628_braviary-hisui,"['Psychic', 'Flying']",,,,,,,,,"{'hp': 110, 'atk': 83, 'def': 70, 'spa': 112, 'spd': 70, 'spe': 65}","{'0': 'Keen Eye', '1': 'Sheer Force', 'H': 'Tinted Lens'}",1.7,43.4,White,,['Flying'],PU,Rufflet,54,,,,Braviary,Hisui,,,,,,M,,,,,,,,,,,,,,,,,
vullaby,629,Vullaby,0629_vullaby,"['Dark', 'Flying']",,,,,,,,,"{'hp': 70, 'atk': 55, 'def': 75, 'spa': 45, 'spd': 65, 'spe': 60}","{'0': 'Big Pecks', '1': 'Overcoat', 'H': 'Weak Armor'}",0.5,9,Brown,['Mandibuzz'],['Flying'],LC,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,
mandibuzz,630,Mandibuzz,0630_mandibuzz,"['Dark', 'Flying']",,,,,,,,,"{'hp': 110, 'atk': 65, 'def': 105, 'spa': 55, 'spd': 95, 'spe': 80}","{'0': 'Big Pecks', '1': 'Overcoat', 'H': 'Weak Armor'}",1.2,39.5,Brown,,['Flying'],UU,Vullaby,54,,,,,,,,,,,F,,,,,,,,,,,,,,,,,
heatmor,631,Heatmor,0631_heatmor,['Fire'],,,,,,,,,"{'hp': 85, 'atk': 97, 'def': 66, 'spa': 105, 'spd': 66, 'spe': 65}","{'0': 'Gluttony', '1': 'Flash Fire', 'H': 'White Smoke'}",1.4,58,Red,,['Field'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
durant,632,Durant,0632_durant,"['Bug', 'Steel']",,,,,,,,,"{'hp': 58, 'atk': 109, 'def': 112, 'spa': 48, 'spd': 48, 'spe': 109}","{'0': 'Swarm', '1': 'Hustle', 'H': 'Truant'}",0.3,33,Gray,,['Bug'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
deino,633,Deino,0633_deino,"['Dark', 'Dragon']",,,,,,,,,"{'hp': 52, 'atk': 65, 'def': 50, 'spa': 45, 'spd': 50, 'spe': 38}",{'0': 'Hustle'},0.8,17.3,Blue,['Zweilous'],['Dragon'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zweilous,634,Zweilous,0634_zweilous,"['Dark', 'Dragon']",,,,,,,,,"{'hp': 72, 'atk': 85, 'def': 70, 'spa': 65, 'spd': 70, 'spe': 58}",{'0': 'Hustle'},1.4,50,Blue,['Hydreigon'],['Dragon'],NFE,Deino,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydreigon,635,Hydreigon,0635_hydreigon,"['Dark', 'Dragon']",,,,,,,,,"{'hp': 92, 'atk': 105, 'def': 90, 'spa': 125, 'spd': 90, 'spe': 98}",{'0': 'Levitate'},1.8,160,Blue,,['Dragon'],RUBL,Zweilous,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
larvesta,636,Larvesta,0636_larvesta,"['Bug', 'Fire']",,,,,,,,,"{'hp': 55, 'atk': 85, 'def': 55, 'spa': 50, 'spd': 55, 'spe': 60}","{'0': 'Flame Body', 'H': 'Swarm'}",1.1,28.8,White,['Volcarona'],['Bug'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volcarona,637,Volcarona,0637_volcarona,"['Bug', 'Fire']",,,,,,,,,"{'hp': 85, 'atk': 60, 'def': 65, 'spa': 135, 'spd': 105, 'spe': 100}","{'0': 'Flame Body', 'H': 'Swarm'}",1.6,46,White,,['Bug'],Uber,Larvesta,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cobalion,638,Cobalion,0638_cobalion,"['Steel', 'Fighting']",,,,,,,,,"{'hp': 91, 'atk': 90, 'def': 129, 'spa': 90, 'spd': 72, 'spe': 108}",{'0': 'Justified'},2.1,250,Blue,,['Undiscovered'],UU,,,,,,,,,,,,,N,,,,,,,['Sub-Legendary'],,,,,,,,,,
terrakion,639,Terrakion,0639_terrakion,"['Rock', 'Fighting']",,,,,,,,,"{'hp': 91, 'atk': 129, 'def': 90, 'spa': 72, 'spd': 90, 'spe': 108}",{'0': 'Justified'},1.9,260,Gray,,['Undiscovered'],NUBL,,,,,,,,,,,,,N,,,,,,,['Sub-Legendary'],,,,,,,,,,
virizion,640,Virizion,0640_virizion,"['Grass', 'Fighting']",,,,,,,,,"{'hp': 91, 'atk': 90, 'def': 72, 'spa': 90, 'spd': 129, 'spe': 108}",{'0': 'Justified'},2,200,Green,,['Undiscovered'],ZU,,,,,,,,,,,,,N,,,,,,,['Sub-Legendary'],,,,,,,,,,
tornadus,641,Tornadus,0641_tornadus,['Flying'],,,,,,,,,"{'hp': 79, 'atk': 115, 'def': 70, 'spa': 125, 'spd': 80, 'spe': 111}","{'0': 'Prankster', 'H': 'Defiant'}",1.5,63,Green,,['Undiscovered'],NU,,,['Tornadus-Therian'],"['Tornadus', 'Tornadus-Therian']",,,,,,,,,M,,,,,,,['Sub-Legendary'],Incarnate,,,,,,,,,
tornadustherian,641,Tornadus-Therian,0641_tornadus-therian,['Flying'],,,,,,,,,"{'hp': 79, 'atk': 100, 'def': 80, 'spa': 110, 'spd': 90, 'spe': 121}",{'0': 'Regenerator'},1.4,63,Green,,['Undiscovered'],OU,,,,,,Tornadus,Therian,,,Tornadus,,,M,,,,,,,,,,,,,,,,,
thundurus,642,Thundurus,0642_thundurus,"['Electric', 'Flying']",,,,,,,,,"{'hp': 79, 'atk': 115, 'def': 70, 'spa': 125, 'spd': 80, 'spe': 111}","{'0': 'Prankster', 'H': 'Defiant'}",1.5,61,Blue,,['Undiscovered'],RUBL,,,['Thundurus-Therian'],"['Thundurus', 'Thundurus-Therian']",,,,,,,,,M,,,,,,,['Sub-Legendary'],Incarnate,,,,,,,,,
thundurustherian,642,Thundurus-Therian,0642_thundurus-therian,"['Electric', 'Flying']",,,,,,,,,"{'hp': 79, 'atk': 105, 'def': 70, 'spa': 145, 'spd': 80, 'spe': 101}",{'0': 'Volt Absorb'},3,61,Blue,,['Undiscovered'],UU,,,,,,Thundurus,Therian,,,Thundurus,,,M,,,,,,,,,,,,,,,,,
reshiram,643,Reshiram,0643_reshiram,"['Dragon', 'Fire']",,,,,,,,,"{'hp': 100, 'atk': 120, 'def': 100, 'spa': 150, 'spd': 120, 'spe': 90}",{'0': 'Turboblaze'},3.2,330,White,,['Undiscovered'],Uber,,,,,,,,,,,,,N,,,,,,,['Restricted Legendary'],,,,,,,,,,
zekrom,644,Zekrom,0644_zekrom,"['Dragon', 'Electric']",,,,,,,,,"{'hp': 100, 'atk': 150, 'def': 120, 'spa': 120, 'spd': 100, 'spe': 90}",{'0': 'Teravolt'},2.9,345,Black,,['Undiscovered'],Uber,,,,,,,,,,,,,N,,,,,,,['Restricted Legendary'],,,,,,,,,,
landorus,645,Landorus,0645_landorus,"['Ground', 'Flying']",,,,,,,,,"{'hp': 89, 'atk': 125, 'def': 90, 'spa': 115, 'spd': 80, 'spe': 101}","{'0': 'Sand Force', 'H': 'Sheer Force'}",1.5,68,Brown,,['Undiscovered'],Uber,,,['Landorus-Therian'],"['Landorus', 'Landorus-Therian']",,,,,,,,,M,,,,,,,['Sub-Legendary'],Incarnate,,,,,,,,,
landorustherian,645,Landorus-Therian,0645_landorus-therian,"['Ground', 'Flying']",,,,,,,,,"{'hp': 89, 'atk': 145, 'def': 90, 'spa': 105, 'spd': 80, 'spe': 91}",{'0': 'Intimidate'},1.3,68,Brown,,['Undiscovered'],OU,,,,,,Landorus,Therian,,,Landorus,,,M,,,,,,,,,,,,,,,,,
kyurem,646,Kyurem,0646_kyurem,"['Dragon', 'Ice']",,,,,,,,,"{'hp': 125, 'atk': 130, 'def': 90, 'spa': 130, 'spd': 90, 'spe': 95}",{'0': 'Pressure'},3,325,Gray,,['Undiscovered'],OU,,,"['Kyurem-Black', 'Kyurem-White']","['Kyurem', 'Kyurem-White', 'Kyurem-Black']",,,,,,,,,N,,,,,,,['Restricted Legendary'],,,,,,,,,,
kyuremblack,646,Kyurem-Black,0646_kyurem-black,"['Dragon', 'Ice']",,,,,,,,,"{'hp': 125, 'atk': 170, 'def': 100, 'spa': 120, 'spd': 90, 'spe': 95}",{'0': 'Teravolt'},3.3,325,Gray,,['Undiscovered'],Uber,,,,,,Kyurem,Black,,,Kyurem,,,N,,,,,,,,,,,,,,,,,
kyuremwhite,646,Kyurem-White,0646_kyurem-white,"['Dragon', 'Ice']",,,,,,,,,"{'hp': 125, 'atk': 120, 'def': 90, 'spa': 170, 'spd': 100, 'spe': 95}",{'0': 'Turboblaze'},3.6,325,Gray,,['Undiscovered'],Uber,,,,,,Kyurem,White,,,Kyurem,,,N,,,,,,,,,,,,,,,,,
keldeo,647,Keldeo,0647_keldeo,"['Water', 'Fighting']",,,,,,,,,"{'hp': 91, 'atk': 72, 'def': 90, 'spa': 129, 'spd': 90, 'spe': 108}",{'0': 'Justified'},1.4,48.5,Yellow,,['Undiscovered'],UU,,,['Keldeo-Resolute'],"['Keldeo', 'Keldeo-Resolute']",,,,,,,,,N,,,,,,,['Mythical'],Ordinary,,,,,,,,,
keldeoresolute,647,Keldeo-Resolute,0647_keldeo-resolute,"['Water', 'Fighting']",,,,,,,,,"{'hp': 91, 'atk': 72, 'def': 90, 'spa': 129, 'spd': 90, 'spe': 108}",{'0': 'Justified'},1.4,48.5,Yellow,,['Undiscovered'],,,,,,,Keldeo,Resolute,,,Keldeo,,,N,,,,,,,,,,,,,Secret Sword,,,,
meloetta,648,Meloetta,0648_meloetta,"['Normal', 'Psychic']",,,,,,,,,"{'hp': 100, 'atk': 77, 'def': 77, 'spa': 128, 'spd': 128, 'spe': 90}",{'0': 'Serene Grace'},0.6,6.5,White,,['Undiscovered'],NU,,,['Meloetta-Pirouette'],"['Meloetta', 'Meloetta-Pirouette']",,,,,,,,,N,,,,,,,['Mythical'],Aria,,,,,,,,,
meloettapirouette,648,Meloetta-Pirouette,0648_meloetta-pirouette,"['Normal', 'Fighting']",,,,,,,,,"{'hp': 100, 'atk': 128, 'def': 90, 'spa': 77, 'spd': 77, 'spe': 128}",{'0': 'Serene Grace'},0.6,6.5,White,,['Undiscovered'],,,,,,,Meloetta,Pirouette,,,,,,N,,,,,,,,,,,,Meloetta,Relic Song,,,,
genesect,649,Genesect,0649_genesect,"['Bug', 'Steel']",,,,,,,,,"{'hp': 71, 'atk': 120, 'def': 95, 'spa': 120, 'spd': 95, 'spe': 99}",{'0': 'Download'},1.5,82.5,Purple,,['Undiscovered'],Illegal,,,"['Genesect-Douse', 'Genesect-Shock', 'Genesect-Burn', 'Genesect-Chill']","['Genesect', 'Genesect-Douse', 'Genesect-Shock', 'Genesect-Burn', 'Genesect-Chill']",,,,,Past,,,,N,,,,,,,['Mythical'],,,,,,,,,,
genesectdouse,649,Genesect-Douse,0649_genesect-douse,"['Bug', 'Steel']",,,,,,,,,"{'hp': 71, 'atk': 120, 'def': 95, 'spa': 120, 'spd': 95, 'spe': 99}",{'0': 'Download'},1.5,82.5,Purple,,['Undiscovered'],Illegal,,,,,,Genesect,Douse,Douse Drive,Past,Genesect,,,N,,,,,,,,,,,,,,,,,
genesectshock,649,Genesect-Shock,0649_genesect-shock,"['Bug', 'Steel']",,,,,,,,,"{'hp': 71, 'atk': 120, 'def': 95, 'spa': 120, 'spd': 95, 'spe': 99}",{'0': 'Download'},1.5,82.5,Purple,,['Undiscovered'],Illegal,,,,,,Genesect,Shock,Shock Drive,Past,Genesect,,,N,,,,,,,,,,,,,,,,,
